StudentID,IdNumber,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Withdrawn
183667,2161472,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Mental Health Condition,No,No,Scottish,265,Female,Prefer not to say,Scotland,None,Other,0
183668,2161476,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Any other white background,3298,Female,Other,Scotland,None,Other,0
183671,2161479,CDGFE4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Kirkcaldy,0,15/02/2022 16:29,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,2756,Male,Other,Scotland,None,Heterosexual/straight,0
183671,2161479,NPPCPF,N,Y,120,18,1,10,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Other,-4,10/02/2022 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2756,Male,Other,Scotland,None,Heterosexual/straight,0
183671,2161479,ONWLE5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,15/02/2022 16:40,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,2756,Male,Other,Scotland,None,Heterosexual/straight,0
183673,2161481,NQDFR4,N,Y,100,18,1,13,PT,FE,Other vocational programme – other,Glenrothes,-11,07/02/2022 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,Mental Health Condition,No,No,Any other white background,4512,Female,Other,Romania,Prefer not to say,Prefer not to say,0
183681,2261489,VQSSH3,N,N,200,35,3,0,PT,FE,Other vocational programme – other,Kirkcaldy,-4,12/02/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2643,Female,Other,Scotland,None,Heterosexual/straight,0
183684,2261492,VQSSH3,N,N,200,35,3,0,PT,FE,Other vocational programme – other,Kirkcaldy,-9,12/02/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2100,Female,Married,Scotland,Christian: Protestant,Heterosexual/straight,0
183712,2161524,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Any other background,6364,Female,Other,Colombia,None,Bi/bisexual,0
183713,2161526,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5068,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183714,2161528,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Any other white background,1400,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183715,2161529,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Any other white background,852,Female,Other,Scotland,None,Heterosexual/straight,0
183716,2161530,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Mental Health Condition,No,No,Scottish,3693,Female,In a same-sex civil partnership,Scotland,Christian: Other,Heterosexual/straight,0
183717,2161533,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Social or communication impairment,No,No,Scottish,2780,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183718,2161534,NPWLM6,N,N,240,15,1,30,PT,FE,Other vocational programme – other,Dunfermline,-125,15/01/2022 00:00,N,Full-time college based not included above,UK industry and commerce,No,Multiple(+MH),No,No,Scottish,924,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183718,2161534,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-23,15/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Multiple(+MH),No,No,Scottish,924,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183719,2161535,ONPRA,N,Y,240,15,1,0,PT,FE,Other vocational programme – other,Other,-98,01/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Multiple,No,No,Scottish,3800,Female,Other,Scotland,Prefer not to say,Prefer not to say,0
183720,2161536,ONARH,N,Y,6,0,1,0,PT,FE,Other vocational programme – other,Glenrothes,-17,21/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4853,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183721,2161538,ONARH,N,Y,6,0,1,0,PT,FE,Other vocational programme – other,Glenrothes,-17,21/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,723,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183722,2161540,ONWEO,N,Y,3,0,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-12,26/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1767,Female,Prefer not to say,Scotland,Another religion or body,Heterosexual/straight,0
183723,2161542,ONWEO,N,Y,3,0,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-12,26/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,584,Female,Prefer not to say,England,Christian: Roman Catholic,Heterosexual/straight,0
183724,2161547,ONWEO,N,Y,3,0,1,0,PT,FE,Other vocational programme – other,Dunfermline,-26,12/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,1767,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183725,2161548,ONWEO,N,Y,3,0,1,0,PT,FE,Other vocational programme – other,Dunfermline,-26,12/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1767,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183726,2161550,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-190,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5402,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183727,2161553,ONTHS,N,N,268,38,1,27,PT,FE,Other vocational programme – other,Kirkcaldy,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4935,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183728,2161554,ONITFM,N,N,160,18,1,9,PT,HE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,-7,07/02/2022 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1455,Female,Other,Scotland,None,Heterosexual/straight,0
183729,2161555,NQDFR4,N,Y,100,18,1,13,PT,FE,Other vocational programme – other,Glenrothes,-7,07/02/2022 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,5610,Female,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
183735,2161561,CDGFE4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Kirkcaldy,0,01/05/2022 12:12,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,1947,Female,Other,Scotland,None,Heterosexual/straight,0
183735,2161561,NQDFR4,N,Y,100,18,1,13,PT,FE,Other vocational programme – other,Glenrothes,-9,07/02/2022 00:00,N,Registered unemployed - not receiving jobseekers allowance,Universal Credit (UC),No,No known disability,No,No,Scottish,1947,Female,Other,Scotland,None,Heterosexual/straight,0
183737,2161563,ONTHS,N,N,268,38,1,27,PT,FE,Other vocational programme – other,Kirkcaldy,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3448,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183781,2161613,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,0,Male,Prefer not to say,England,None,Heterosexual/straight,0
183782,2161614,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,Yes,Multiple(+MH),No,No,Scottish,4912,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183783,2161622,ONDII,N,N,6,6,1,0,PT,FE,Other vocational programme – other,Other,-64,30/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2511,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183783,2161622,ONPER,N,N,6,3,1,0,PT,FE,Other vocational programme – other,Other,-56,30/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2511,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183785,2161626,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Multiple(+MH),No,No,Scottish,3097,Female,Prefer not to say,Scotland,None,Prefer not to say,0
183786,2161627,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5202,Female,Prefer not to say,Scotland,None,Prefer not to say,0
183788,2161629,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,Yes,Polish,2794,Female,Prefer not to say,Poland,None,Heterosexual/straight,0
183790,2161633,ONIOF,N,Y,6,0,1,0,PT,FE,Other vocational programme – other,Other,-51,19/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,961,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183790,2161633,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,961,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183791,2161634,ONIOF,N,Y,6,0,1,0,PT,FE,Other vocational programme – other,Other,-15,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,6593,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183791,2161634,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,6593,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183792,2161635,ONIOF,N,Y,6,0,1,0,PT,FE,Other vocational programme – other,Other,-15,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6743,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183792,2161635,ONITM,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-6,02/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6743,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183793,2161636,ONREE,N,Y,12,52,1,0,PT,FE,Other vocational programme – other,Dunfermline,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3863,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183794,2161644,ONREE,N,Y,12,52,1,0,PT,FE,Other vocational programme – other,Dunfermline,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5331,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183795,2161645,ONREE,N,Y,12,52,1,0,PT,FE,Other vocational programme – other,Dunfermline,-191,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5799,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183796,2161657,VQFDM2,N,N,200,52,2,0,PT,FE,Other vocational programme – other,Dunfermline,-15,24/01/2022 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Any other white background,2781,Female,Married,Romania,Christian: Other,Heterosexual/straight,0
183797,2161658,VQFDM2,N,N,200,52,2,0,PT,FE,Other vocational programme – other,Dunfermline,-15,24/01/2022 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2651,Female,Other,Scotland,None,Gay woman/lesbian,0
183798,2161659,VQFDM2,N,N,200,52,2,0,PT,FE,Other vocational programme – other,Dunfermline,-15,24/01/2022 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,Yes,Scottish,2342,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183799,2161660,VQFDM2,N,N,200,52,2,0,PT,FE,Other vocational programme – other,Dunfermline,-15,24/01/2022 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Any mixed background,1201,Male,Other,Scotland,None,Heterosexual/straight,0
183800,2161661,VQFDM2,N,N,200,52,2,0,PT,FE,Other vocational programme – other,Dunfermline,-15,24/01/2022 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,Multiple(+MH),No,No,Scottish,1341,Male,Prefer not to say,Scotland,None,Bi/bisexual,0
183804,2161676,ONREF5,N,N,30,30,1,1,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,-197,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,3102,Female,Married,Scotland,None,Heterosexual/straight,0
183832,2261707,HEBMLE,N,N,40,52,1,0,PT,HE,Other vocational programme – other,Other,-62,01/09/2021 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,5407,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183841,2161718,ONPMQ,N,N,35,2,1,0,PT,FE,Other vocational programme – other,Other,26,07/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5410,Male,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183842,2161719,ONPMQ,N,N,35,2,1,0,PT,FE,Other vocational programme – other,Other,26,07/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4799,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183844,2161721,ONFFM,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-23,28/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2315,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
183844,2161721,ONPMQ,N,N,35,2,1,0,PT,FE,Other vocational programme – other,Other,26,07/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2315,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
183845,2161735,ONPMQ,N,N,35,2,1,0,PT,FE,Other vocational programme – other,Other,26,07/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5658,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183846,2161739,ONFFM,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-23,28/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,Yes,Scottish,4563,Male,Other,Scotland,None,Heterosexual/straight,0
183847,2161744,ONIAIC,N,N,140,12,1,0,PT,FE,Other vocational programme – other,Other,6,15/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1777,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
183848,2161761,ONIAIC,N,N,140,12,1,0,PT,FE,Other vocational programme – other,Other,6,15/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Specific learning disability,No,No,Irish,2289,Male,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,1
183849,2161762,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-192,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6079,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
183850,2161771,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-192,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Long standing illness,No,No,Scottish,3111,Male,Other,Scotland,None,Heterosexual/straight,0
183851,2161778,OAUEP,N,N,40,38,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-219,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2277,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,0
183851,2161778,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-16,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2277,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,0
183852,2161781,OAUEP,N,N,40,38,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-345,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,6238,Female,Prefer not to say,England,None,Heterosexual/straight,0
183852,2161781,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-16,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,6238,Female,Prefer not to say,England,None,Heterosexual/straight,0
183854,2161783,OAUEP,N,N,40,38,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-345,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5878,Male,Married,Scotland,None,Heterosexual/straight,0
183854,2161783,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-16,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5878,Male,Married,Scotland,None,Heterosexual/straight,0
183855,2161784,OAUEP,N,N,40,38,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,-345,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3687,Male,Other,Scotland,Another religion or body,Heterosexual/straight,0
183855,2161784,PDTOR7,N,N,100,38,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-16,24/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3687,Male,Other,Scotland,Another religion or body,Heterosexual/straight,0
183858,2161787,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Deaf or hearing impairment,No,No,Scottish,5145,Male,Other,Scotland,None,Heterosexual/straight,0
183859,2161793,CDGFM4,N,Y,10,8,1,5,PT,FE,Other vocational programme – other,Kirkcaldy,-7,18/07/2022 00:00,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Any other white background,5127,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183859,2161793,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Any other white background,5127,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183859,2161793,ONWLM5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,-7,18/07/2022 00:00,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Any other white background,5127,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183860,2161794,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,459,Male,Other,Scotland,None,Heterosexual/straight,0
183861,2161798,CDGFM4,N,Y,10,8,1,5,PT,FE,Other vocational programme – other,Kirkcaldy,0,01/06/2022 09:59,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,2390,Male,Other,Scotland,None,Heterosexual/straight,0
183861,2161798,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2390,Male,Other,Scotland,None,Heterosexual/straight,0
183861,2161798,ONWLM5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,01/06/2022 10:11,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,2390,Male,Other,Scotland,None,Heterosexual/straight,0
183862,2161800,ONHMPK,N,N,40,36,1,0,PT,FE,Other vocational programme – for students with learning difficulties,Other,-163,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,No,No,Scottish,2534,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183863,2161801,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4866,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183864,2161802,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3489,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
183865,2161803,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2764,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183866,2161804,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-163,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4646,Male,Married,Scotland,None,Heterosexual/straight,0
183867,2161805,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-192,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2708,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183868,2161806,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-192,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2572,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183869,2161807,ONWSI,N,N,6,40,1,1,PT,FE,Other vocational programme – other,Other,-192,01/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3904,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183870,2161808,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-164,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6221,Male,Married,Scotland,None,Heterosexual/straight,0
183871,2161809,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-164,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5179,Male,Married,Scotland,None,Heterosexual/straight,0
183872,2161810,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-164,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,4359,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183873,2161811,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-65,07/12/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6150,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
183874,2161812,FEMSCI,N,Y,40,52,1,0,PT,FE,Other vocational programme – other,Other,-164,30/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6062,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
183903,2161841,ONCOC,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-10,31/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5201,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
183904,2161844,ONCOC,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-10,31/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6415,Male,Other,Scotland,None,Heterosexual/straight,0
183904,2161844,ONMTP,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Other,-2,14/06/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6415,Male,Other,Scotland,None,Heterosexual/straight,0
183905,2161846,CINCT6,N,Y,60,30,1,3,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,-114,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2816,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
183908,2161849,ONNUM5,N,Y,40,30,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Glenrothes,-179,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4282,Female,Married,Scotland,None,Heterosexual/straight,0
183909,2161850,ONBAM,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Other,-4,06/05/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,0,Male,Other,England,Christian: Other,Heterosexual/straight,0
